Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
-1,-1,-1,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist II (1743.b),Employer Provided Salary:$55.00 Per Hour,"EPSI Worx is seeking an experienced Data Scientist to join our client's team as a Data Management Governance Consultant.
Location: Remote
Job Type: Contract to Hire
Job Description:

Operationalize the FEHRM’s Data Management Plan from a coordination and stakeholder management perspective. Convert the goals, objectives, and strategies in The Plan into executable activities such as by coordinating and codifying data management working groups. Engage with the JEC to ensure alignment between FEHRM and JEC approaches to data management. Orchestrate the operation of a data management body to recommend policies, standards, and guidelines for defining, managing, approving and distributing data. Apply a broad range of general management consulting skills and prior experience in standing-up and optimizing governance bodies from an organizational design and process perspective. Engage with technical stakeholders within the Departments and joint bodies to identify potential data management issues. Seek to improve the efficiency and effectiveness of joint data management governance processes, methods and supporting tools.
Show More
Report",3.7,EXECUTIVE PERSONNEL SERVICES INC,United States,-1,"Size
1 to 50 Employees",-1,"Type
Private Practice / Firm","Revenue
Less than $1 million (USD)",-1,-1
Decision Scientist,Employer Provided Salary:$80K - $100K,"Ibotta is seeking a Decision Scientist with Client Analytics to join our innovative team and contribute to our mission to Make Every Purchase Rewarding. Would you like to be part of an industry-leading analytics organization? Ibotta's Analytics team is a place where individuals at all levels can learn and grow in their careers. We leverage the latest developments and best practices in business intelligence, data analysis, testing methodologies, and statistics, to drive value for Ibotta.
As a Decision Scientist, you will be responsible for providing actionable and data-driven recommendations to internal stakeholders. You’ll have the opportunity to work alongside talented individuals and understand the business in-depth, support and challenge strategic options, and build state-of-the-art tools to drive value throughout our business.
This position is located in Denver, Colorado or with the option of full-time remote. Candidates must live in the United States.
What you will be doing:





Show More
Report",3.7,"Ibotta
3.6",Colorado,-1,"Size
501 to 1000 Employees",-1,"Founded
2012","Type
Company - Private","Industry
Internet & Web Services","Sector
Information Technology"
Data Scientist,$74K - $109K (Glassdoor est.),"Job Title: Data Scientist
Job Location: Southfield, MI

What we offer:
Veoneer develops cutting-edge technology for the Future Car. Our international, agile and highly collaborative teams aim to accelerate the growth in Autonomous Driving and be the leader in Advanced Driver Assistance Systems. We empower our people and are dedicated to their professional development and growth.

With 7500 employees in 13 countries, our growing team has the goal to lead the revolution underway in the automotive industry…and then be the pioneer for what comes next.


Show More
Report",3.7,"Veoneer USA
3.9","Southfield, MI","Southfield, MI","Size
5001 to 10000 Employees",,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
Data Scientist,-1,"Data Scientist
CPS Data and Analytics team
Nationwide/Homebased
Schedule: This role works a minimum of 40 hours each week, generally Monday through Friday with additional hours that include evening, and weekends as business deems necessary.

As a full time, exempt, Data Scientist with the CPS Solutions LLC, Data and Analytics team you will provide analytical insights using AI/ML techniques and work on diverse data sets, including data sourced from 3rd party suppliers. You are expected to decompose stakeholder requirements to meet the data-related need, write and execute SQL/Python queries to create datasets used for analysis, understand and answer stakeholder questions about the underlying data, and contribute to the continuous learning and improvement of the analytics team by reviewing code, brainstorming solutions to challenges, and providing thorough documentation. This position reports to the President, Data Strategy.
Show More
Report",3.7,"CPS Solutions, LLC
3.5",United States,-1,-1,"Founded
1971",-1,-1,-1,-1
-1,-1,-1,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Scientist, Data Sciences",$104K - $152K (Glassdoor est.),"The Data Scientist will conduct machine learning research and development for a portfolio of NASA applications with focus on aeronautics projects such as Sustainable Aviation, Digital Data Services, and/or Advanced Air Mobility. The Scientist will work on a collaborative team with other researchers and engineers and may serve in the role of Principal Investigator (PI), Co-PI, Project Scientist, or Project Lead for one or more significant projects leading the work of other project team members. The Scientist may also be involved with development of proposals for new collaborations involving both academia and industry, for joint public-private initiatives to address key national challenges.
Essential Duties/Responsibilities:
Satisfy USRA's non-profit mission by making a distinctive impact through scientific and technical accomplishments in the assigned projects.
Show More
Report",3.7,"Universities Space Research Association
3.4","Mountain View, CA","Mountain View, CA","Size
501 to 1000 Employees",,"Founded
1969","Type
Nonprofit Organization","Industry
Membership Organizations","Sector
Management & Consulting"
Data Scientist II,$83K - $116K (Glassdoor est.),"Overview
The Data Scientist position is a collaborative and interdisciplinary position to develop data science tools and utilize multivariate data analytics to perform predictive modeling and correlative analytics. S/he will support activities involving but not limited to collection, compilation, and analyses of cell therapy manufacturing data to derive correlations with factors affecting manufacturability, clinical outcomes, and process improvements. Candidates must have strong background in multivariate statistical analysis of large data sets and development of predictive algorithms and models using a variety of platforms. S/he is expected to provide innovative solutions to manage evolving data sets and employ analytical tools based on their experience. Candidate must be self-motivated and driven to work independently.
Your mission



Secondary functions:


Competencies

Work environment:


Physical demands:



Travel required: 1%



Preferred education and experience


Additional eligibility requirements:
N/A
Work authorization/security clearance requirements


Affirmative Action/EEO statement
Immatics is an equal opportunity employer. All employment decisions including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, performance, and business needs. We do not discriminate on the basis of race, color, religion, national origin, ethnicity, marital status, age, physical or mental disability, medical conditions,

pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.”
Other duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.




Show More
Report",3.7,"Immatics Biotechnologies GmbH
3.2","Houston, TX","Houston, TX","Size
51 to 200 Employees",,"Founded
2000","Type
Company - Private","Industry
Biotech & Pharmaceuticals","Sector
Pharmaceutical & Biotechnology"
Data Scientist III,-1,"At Jack Henry, we deliver technology solutions that are digitally transforming and empowering community banks and credit unions to provide enhanced and streamlined user experiences to their customers and members. Our best-in-class products are just the start as we lay the groundwork for the future of digital banking and payments. We hope you’ll join us. We can’t do it without you.
Would you like to be part of the smarter payments vision that delivers fast, safe, and best in class experience to banking users using AI? The successful candidate will apply data science techniques from machine learning to a combination of third party and Jack Henry proprietary datasets to launch/enhance AI products that help our financial institutions deliver faster, safer payment experiences and build digital engagement.
This position can be worked out of the Louisville, KY office or remote from anywhere within the US.
Show More
Report",3.7,"Jack Henry and Associates, Inc.
4.0",Remote,-1,-1,"Founded
1976",-1,-1,-1,-1
-1,-1,-1,3.7,-1,-1,-1,"Size
501 to 1000 Employees",-1,"Founded
2018","Type
Company - Private","Industry
Other Retail Stores","Sector
Retail & Wholesale"
-1,-1,-1,3.7,-1,-1,"Tampa, FL","Size
1 to 50 Employees",,"Type
Contract","Revenue
Unknown / Non-Applicable",-1,-1
Data Scientist,Employer Provided Salary:$100K - $120K,"Job Title: Data Scientist
Department: Clinical Collaborations
Reports To: Senior Director of Data Science & Bioinformatics
Location: Palo Alto, CA
FLSA Status: Full-time, Exempt
POSITION SUMMARY
The Data Scientist will work to design and build a network of clinical and scientific data and create computational and statistical tools for analyzing and classifying these data to provide solutions for oncology and women’s health.
Show More
Report",3.7,Aspira Women's Health,"Austin, TX",-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3.7,-1,-1,Remote,4.0,"Type
Company - Private",★★★★★,3 Ratings,-1,-1
